日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-21,0.655,0.665,0.665,0.654,7384985,487270962.4,1.67,1.22,0.008,7.22
2025-04-22,0.664,0.665,0.67,0.656,28551415,1893385403.1,2.11,0.0,0.0,27.9
2025-04-23,0.689,0.686,0.69,0.678,27755296,1896750327.6,1.8,3.16,0.021,27.12
2025-04-24,0.685,0.673,0.688,0.67,24475585,1660419084.5,2.62,-1.9,-0.013,23.92
2025-04-25,0.681,0.681,0.69,0.678,27382242,1872051484.3,1.78,1.19,0.008,26.76
2025-04-28,0.68,0.68,0.682,0.674,16947997,1149456350.1,1.17,-0.15,-0.001,16.56
2025-04-29,0.68,0.679,0.689,0.676,21065701,1436511762.4,1.91,-0.15,-0.001,20.59
2025-04-30,0.68,0.685,0.687,0.677,22682676,1548991595.7,1.47,0.88,0.006,22.17
2025-05-06,0.702,0.707,0.707,0.698,29639785,2082854640.06,1.31,3.21,0.022,28.96
2025-05-07,0.722,0.705,0.726,0.702,33237398,2371740119.31,3.39,-0.28,-0.002,32.48
2025-05-08,0.7,0.703,0.712,0.698,25512892,1800580416.1,1.99,-0.28,-0.002,24.93
2025-05-09,0.703,0.695,0.704,0.691,22075985,1539048919.3,1.85,-1.14,-0.008,21.57
